Gene,Glucose,LB,Glycerol + AA,Acetate,Fumarate,Glucosamine,Glycerol,Pyruvate,Chemostat µ=0.5,Chemostat µ=0.35,Chemostat µ=0.20,Chemostat µ=0.12,Stationary phase 1 day,Stationary phase 3 days,Osmotic-stress glucose,42°C glucose,pH6 glucose,Xylose,Mannose,Galactose ,Succinate,Fructose,Glycerol,Pyruvate,Chemostat µ=0.5,Chemostat µ=0.35,Chemostat µ=0.20,Chemostat µ=0.12,Stationary phase 1 day,Stationary phase 3 days,Osmotic-stress glucose,42°C glucose,pH6 glucose,Xylose,Mannose,Galactose ,Succinate,Fructose
copA,2769,632,2563,3707,4224,2289,3977,4131,2884,3126,2413,2376,1069,1313,2252,5318,9561,3281,3943,3083,3913,3535,9.50,11.72,6.01,11.90,8.25,6.89,11.07,9.41,10.83,4.96,14.62,13.63,6.54,15.87,18.06,12.26
mglB,3223,20143,21711,19551,28631,17801,17497,17990,20750,29600,23881,19758,3548,2762,2581,3288,3046,5655,36415,86781,27050,9705,1.75,0.74,7.33,5.74,4.64,2.62,11.53,8.61,3.67,19.29,12.89,7.93,1.81,3.50,9.28,11.28
lysS,2565,4837,3293,1556,1890,2002,1999,1538,2393,1796,1425,1234,1410,1191,2017,3023,2738,2830,1950,1343,1945,2884,6.11,2.42,5.40,4.12,6.80,3.41,11.62,11.75,19.73,14.47,3.95,7.86,4.10,9.47,6.29,5.29
metG,2082,2572,1904,1094,1274,1332,1467,1417,1506,1186,974,840,662,709,1313,2236,1622,1672,1479,1029,1295,1920,4.85,5.65,10.41,5.89,6.93,1.91,16.84,2.97,13.00,5.28,8.55,2.44,4.25,8.35,3.50,5.61
metH,421,270,259,178,255,302,316,306,346,255,219,188,143,101,265,226,358,421,342,230,342,492,5.23,16.70,6.65,4.42,9.91,8.48,10.77,16.82,17.63,6.08,5.43,3.28,10.02,22.97,13.62,13.36
cysK,73308,21811,70876,66764,68067,65029,68900,61734,55342,43392,32637,29423,49668,52241,85387,90613,140217,68895,66746,51117,73976,75498,1.15,1.60,6.90,0.90,2.51,0.91,9.65,4.29,13.55,9.13,3.15,7.21,1.65,6.38,4.03,4.57
fbaA,20049,23422,26665,11352,13842,14274,15624,13943,13616,9381,8289,7067,11699,12477,23727,16391,23435,17405,10708,11298,12513,24513,1.13,6.05,3.98,2.61,2.73,2.70,4.42,3.66,8.91,3.63,1.94,3.24,6.84,8.35,3.50,0.94
ydgA,1215,2257,1854,1121,1140,1448,1205,915,1339,1231,1117,1117,1062,1191,1263,930,1622,1153,1001,924,1025,1117,6.93,11.46,4.87,6.50,6.53,5.31,12.39,15.44,10.65,10.09,7.72,6.26,5.69,36.67,8.43,1.38
typA,3013,4316,2473,798,1200,1619,1647,1442,1372,883,775,649,970,859,1929,2442,2172,2055,1262,1109,1445,2451,4.29,4.07,5.16,6.82,6.97,3.13,4.57,10.39,18.09,15.35,11.38,4.76,5.30,6.30,3.18,9.17
fhuA,873,550,1093,584,899,839,889,812,1131,719,528,462,649,670,901,1188,1465,1008,861,762,888,922,2.70,4.58,17.51,1.62,7.10,3.15,12.61,11.80,7.71,13.63,8.79,4.89,1.63,3.98,12.89,9.67
ppiD,1057,1678,1587,813,919,1236,1343,1031,1187,1222,968,1051,642,610,1625,1826,1401,1701,1536,1442,1397,1588,30.62,21.54,11.75,11.19,18.45,16.79,1.85,3.73,6.73,3.46,20.09,9.79,18.42,16.36,11.59,14.82
rnb,1260,1224,916,613,739,846,903,851,904,598,454,369,544,494,890,1241,1266,1100,786,481,936,1334,2.13,10.75,6.79,3.71,8.42,3.74,5.74,5.98,13.40,10.02,9.24,5.21,8.58,12.96,4.94,2.45
glnS,999,1712,1511,593,742,641,845,773,814,617,520,462,377,356,662,1105,800,850,702,545,646,975,1.43,5.72,1.44,4.78,1.17,9.62,4.93,14.02,9.52,7.92,2.91,2.29,2.67,2.36,2.16,6.27
lpdA,12596,30101,21772,9067,12061,12933,10310,24279,13633,10919,8931,7422,7512,8180,11509,11786,12079,15082,12836,9013,14318,14094,0.93,9.00,5.74,1.87,4.01,2.70,13.47,1.85,16.28,13.34,8.75,13.31,3.83,6.26,4.64,0.88
talB,10629,15811,18400,6722,9688,9829,11297,11222,9969,6952,4879,3774,6575,7624,13577,19427,13207,13362,9119,7722,9614,12512,5.18,11.15,5.26,0.70,2.25,1.21,1.18,5.80,2.35,6.61,3.97,9.57,3.66,2.60,4.98,4.62
thrC,14609,3501,3458,5601,8868,9013,11109,19636,8769,5094,3423,2992,4984,5352,17522,7455,9543,16975,9142,4676,10117,14507,2.47,6.54,13.32,7.66,3.63,4.44,2.42,5.02,4.83,11.49,7.82,5.65,3.80,7.06,9.67,7.46
yeaG,519,472,316,692,704,707,705,495,889,933,1253,1431,801,820,746,508,1116,430,740,1150,554,544,6.27,9.99,13.93,2.04,6.55,3.31,12.29,13.41,5.72,7.73,5.72,19.96,1.70,6.85,31.10,6.04
pgm,1344,2354,1910,1344,1423,1428,1511,1628,1523,1564,1368,1408,1001,884,1226,1528,1261,1261,1337,993,1159,1278,2.14,5.55,4.62,7.35,5.17,8.48,5.19,10.39,6.86,15.60,5.19,8.66,4.50,6.17,0.64,6.57
pepA,1076,1675,1003,710,995,1175,1171,1191,1653,1469,1329,1239,711,731,919,1168,968,1144,1031,922,877,1222,3.28,25.61,6.15,3.73,12.14,1.41,7.21,12.59,11.45,13.09,1.45,11.65,8.49,15.89,18.58,11.52
fadB,173,547,371,611,924,695,279,1030,863,1689,2181,2000,333,231,207,148,151,290,1236,1177,919,330,2.40,22.99,16.43,9.38,8.71,5.29,19.31,11.59,11.64,23.71,9.40,2.30,5.61,10.15,24.39,4.16
prc,506,621,521,362,401,400,451,451,422,349,290,269,213,166,391,441,486,494,406,343,423,506,0.58,4.90,4.46,2.99,3.73,6.96,9.82,9.60,7.87,10.47,6.78,3.06,3.55,1.97,2.91,8.39
cysN,1520,374,898,689,923,1036,1160,1001,1534,935,576,378,150,177,643,1342,1262,1033,821,583,849,1616,1.60,29.84,11.00,3.26,14.15,2.83,14.05,21.88,24.62,7.37,5.27,8.69,16.54,20.14,7.38,14.15
pyrB,8888,908,897,7536,13350,9546,11773,6609,20205,12109,7452,7206,4185,4476,8830,7441,10437,10274,8817,10136,12674,10761,3.56,27.58,5.08,4.77,4.93,4.16,1.71,19.05,3.90,17.24,3.35,11.87,6.00,11.79,6.73,6.09
yahK,1474,877,1504,2785,2231,2018,1763,1249,1746,2579,3012,3426,3272,3520,3444,2385,3829,1511,1696,2620,1707,1233,9.39,11.83,20.57,13.14,6.01,7.23,6.43,1.83,16.75,10.20,5.68,13.00,4.35,3.34,23.12,7.36
asnS,5528,5818,5849,3184,3617,4003,3970,3496,4366,3555,3046,2671,1909,1914,3375,7486,4589,4852,4182,2919,4024,5449,3.30,1.82,9.66,2.15,4.63,2.57,7.49,5.58,16.93,11.88,5.50,3.16,0.81,0.60,5.78,3.74
serS,2528,5806,3511,1949,1914,1938,2129,2117,2053,1696,1333,1221,1700,1602,2502,2719,2866,3166,2086,1408,2091,2785,1.04,5.26,4.41,5.59,1.11,1.35,9.33,6.09,16.62,6.41,3.13,2.68,5.03,7.86,7.30,3.32
malE,2142,8460,7545,3656,7252,7128,6138,5040,13536,18169,14817,9208,1023,979,784,492,624,1065,10665,5584,6087,5038,5.70,4.69,9.74,1.49,5.42,4.03,5.44,14.96,14.26,16.27,6.82,7.54,2.84,13.25,22.64,5.56
ilvD,1199,495,386,504,679,898,710,994,841,510,383,277,574,554,2083,1160,1144,1476,804,444,719,1215,4.30,12.97,6.26,7.12,3.89,5.37,4.09,9.18,3.58,0.72,3.85,18.07,11.88,8.57,10.01,8.25
surA,1554,2548,1814,900,1125,1132,1299,1207,1029,983,880,811,793,676,1516,1404,1217,1239,1187,1184,1189,1409,6.60,9.50,4.93,3.20,2.86,3.06,11.08,10.49,7.59,6.16,2.61,6.81,14.35,3.28,12.45,3.03
rnr,251,439,240,238,290,372,314,302,497,351,325,326,249,305,337,476,338,337,321,238,282,444,9.44,33.67,6.32,8.49,19.00,9.33,20.94,3.55,12.47,8.46,21.35,16.11,24.11,28.58,10.70,16.36
ydiJ,231,125,177,209,236,235,250,250,274,298,260,254,47,33,60,207,173,212,204,152,291,326,6.09,23.03,4.78,2.12,6.09,1.02,12.20,4.30,9.14,3.43,7.55,20.57,8.07,20.54,12.72,5.73
rpsB,29156,71379,43644,13074,19635,17981,23668,16559,20848,13735,10701,8874,11087,12600,26507,28549,24586,31041,23900,16697,24909,36854,1.98,2.06,2.05,0.46,1.11,3.18,2.78,4.64,5.06,7.42,4.17,3.44,5.82,3.75,2.47,6.09
cirA,575,272,1063,234,416,840,474,352,367,252,117,112,3116,3062,5398,423,446,2512,371,180,432,866,3.09,13.50,11.03,2.97,19.83,11.78,5.80,7.03,11.65,10.78,8.60,5.62,3.13,9.13,78.26,1.61
aspC,6985,4145,5583,7853,8584,9102,8701,8218,7922,6683,4338,3113,3025,2860,7744,7439,9964,9984,8644,6698,9920,9171,3.17,1.82,3.45,1.14,2.71,2.74,15.24,10.18,6.03,7.87,5.26,6.17,2.00,8.18,2.80,2.55
sucD,6924,19013,20933,25370,14862,15755,12729,19455,15469,13091,10352,8930,3655,3501,7173,7085,6878,11505,14388,8241,16262,11996,6.52,4.28,3.49,1.56,3.45,1.46,5.45,8.47,4.17,14.85,6.70,2.57,2.88,1.88,7.81,7.58
sucC,6213,15855,16160,19647,14112,15077,11673,18432,15489,12857,10426,9453,2290,2482,4642,5952,5121,11712,15249,7735,16995,11574,2.41,1.43,6.16,7.14,6.04,2.42,7.41,10.42,21.96,8.08,5.82,10.70,2.67,8.07,5.13,8.23
pyrC,4485,1030,1612,2403,4090,3330,3499,3718,3403,2288,1451,1152,2725,2572,5648,4483,5176,3992,3307,3020,4427,4284,5.20,4.95,1.11,7.17,6.71,3.53,7.14,1.46,12.59,5.69,0.40,8.78,4.82,6.47,5.26,4.85
ptsG,2775,1617,1023,559,794,2340,917,742,9402,6753,3919,2381,1174,1415,1519,3329,2356,1323,862,642,783,3180,3.07,32.24,6.67,5.94,9.16,6.84,10.70,12.14,13.63,12.76,2.12,2.43,6.88,21.67,21.76,20.90
gltX,2561,4337,3151,1455,1779,1824,1902,1668,1616,1258,1016,815,1088,1187,2351,2302,2429,2164,1611,1150,1699,2176,5.39,3.12,3.76,7.54,6.11,2.04,1.42,6.58,2.97,9.16,4.38,3.48,6.52,5.24,4.37,0.98
degP,3338,2586,2031,1531,2217,1434,3359,6153,1306,1190,1244,1091,900,1050,2095,5604,3353,2284,2793,1705,2179,4096,2.10,19.97,4.07,3.24,3.30,2.74,12.81,8.83,6.57,7.06,5.94,10.35,12.25,8.84,15.27,7.86
argH,2883,808,635,1219,1416,1594,1802,1328,1523,944,803,738,1158,750,1806,3332,2508,1922,1460,1020,1281,2019,6.61,3.22,7.45,7.77,8.32,10.93,7.53,19.69,7.20,16.39,0.38,3.54,9.50,9.40,8.95,9.67
lptD,523,915,723,295,353,520,363,356,374,361,339,308,389,390,583,537,607,431,345,372,338,356,5.57,5.33,0.60,3.11,3.75,3.26,10.57,16.18,14.87,11.68,6.37,5.57,2.19,6.42,8.57,14.01
gatY,4939,11402,12277,38995,26974,15537,14000,17087,22426,23039,16483,19399,912,800,2637,1867,3891,7353,19955,15768,25688,12285,2.24,7.82,17.84,3.11,5.89,1.57,8.18,9.71,10.15,27.83,8.86,4.70,1.74,5.13,1.01,11.32
topA,355,890,396,205,296,357,339,270,406,395,372,392,273,232,262,392,322,392,350,227,337,410,2.39,20.05,6.55,1.60,3.49,2.70,10.15,10.29,18.68,6.71,4.57,9.45,11.44,14.74,9.80,4.56
asnB,1154,828,6791,972,879,982,1192,1305,1044,973,784,593,351,314,836,1947,1145,1221,1109,689,780,1542,5.97,20.08,13.73,7.33,8.53,8.49,12.18,11.54,13.28,11.87,4.41,10.35,6.44,11.39,9.26,6.49
argS,941,1457,1088,445,583,641,653,580,549,462,345,331,289,217,561,815,647,719,604,536,650,825,7.90,3.20,6.89,12.69,4.93,1.34,4.81,16.60,16.75,10.85,6.60,4.90,1.84,8.54,5.43,1.31
clpA,530,1474,714,357,365,499,503,437,622,463,423,356,157,153,447,598,555,631,571,327,384,670,9.41,25.02,5.86,4.13,5.93,2.24,4.64,20.76,22.83,17.80,1.30,10.29,8.91,13.64,8.14,8.52
bglX,157,324,259,117,139,125,150,157,113,100,79,56,57,54,95,121,87,137,119,74,116,127,5.05,11.94,10.44,6.95,9.94,8.57,15.32,11.46,40.83,20.51,10.36,14.88,2.62,21.79,11.47,3.32
fabB,13467,23274,22952,10932,12979,13563,13960,14117,12734,11361,10026,9499,6097,5750,13101,15282,15507,12334,12581,11989,14156,12408,4.39,13.65,1.21,4.17,4.02,3.84,10.06,7.08,12.88,13.13,4.69,2.21,2.28,13.88,5.88,8.30
purA,6863,13171,4918,5986,5337,5947,6453,6140,8400,6694,4795,4565,3590,3796,6669,4886,7552,7917,4620,4776,5623,6728,5.69,1.20,4.04,1.17,8.07,1.06,7.77,11.25,10.86,16.67,4.66,9.63,5.90,9.90,5.42,7.19
pheS,5078,6584,5411,2651,3557,3601,4038,3740,3916,3415,3326,2978,1930,1827,2912,4645,3781,3676,3871,3106,3461,4408,2.87,6.80,5.90,4.01,0.72,1.69,4.88,5.08,12.32,12.76,0.76,7.42,6.56,3.11,6.56,2.32
clpX,3251,5494,4162,1568,2148,2109,2649,2021,2326,1701,1316,1038,995,1230,2801,4017,3046,3337,2154,1707,1954,3181,0.84,2.87,2.82,4.78,8.02,4.61,18.84,2.07,6.14,14.99,5.83,3.83,6.04,9.43,1.64,2.07
gpmI,2656,2064,2465,460,726,2001,1657,593,1709,799,665,556,919,980,1937,2580,3060,2466,1087,944,644,3645,4.06,4.62,8.98,6.18,4.84,13.47,13.40,3.98,7.66,5.78,4.93,3.52,5.59,7.34,8.33,4.90
hslU,1367,4825,2667,859,1188,1300,1351,985,1286,1040,810,715,1042,934,1126,2370,1644,1607,1202,749,1278,1553,2.12,4.51,2.49,1.99,4.53,0.33,2.18,3.07,7.11,15.76,8.19,9.55,3.52,7.96,6.42,2.77
accC,1810,5352,3168,1046,1569,1333,1586,1376,1275,1090,867,769,779,744,964,2184,1612,1451,1397,1045,1567,1778,6.55,5.21,4.68,4.13,3.43,2.99,9.14,3.68,19.51,4.71,4.80,5.27,3.97,2.26,2.56,1.60
fadE,86,189,129,311,187,218,118,403,416,529,444,347,261,264,142,147,51,120,289,111,141,197,12.44,48.22,12.36,5.23,11.51,5.50,18.31,11.94,13.82,24.92,7.76,14.90,19.21,22.40,27.79,18.89
pyrG,960,1991,1158,390,667,633,755,627,707,451,350,265,366,370,622,786,718,775,582,476,746,916,10.25,8.59,3.77,1.25,3.42,5.28,5.12,7.11,10.67,10.59,3.41,7.88,2.91,7.57,1.51,0.47
sdhB,2481,9036,6147,7106,4363,4627,3332,5225,3939,4218,3573,3502,748,706,1794,1711,2209,2972,5137,3077,5865,4132,5.15,9.24,5.92,1.03,4.21,1.44,3.45,5.80,2.76,5.07,8.08,10.21,7.84,5.76,8.92,8.56
trpE,1090,269,243,466,727,961,1318,991,1558,1091,878,790,309,296,725,1387,810,784,858,818,786,1472,9.08,9.59,13.14,7.64,9.88,4.79,15.02,17.24,25.29,4.59,11.75,9.06,5.99,6.93,6.87,12.82
gatZ,1413,12320,4943,11766,5521,6579,2892,6296,3805,4062,2647,2527,288,309,802,1015,979,2558,3637,7007,5815,4363,6.00,25.41,5.07,11.90,4.61,2.95,21.39,2.91,9.30,36.18,4.57,12.51,5.50,23.00,33.42,7.45
maeA,528,1348,893,612,584,464,481,480,534,369,290,239,129,166,297,360,285,445,442,284,519,512,3.42,2.96,3.01,5.57,7.19,6.96,2.86,20.36,24.88,20.78,7.96,2.40,3.38,4.85,7.87,3.64
mfd,73,130,87,73,67,84,62,106,103,94,62,72,39,51,55,121,102,90,86,52,78,93,10.79,38.33,6.31,13.94,18.06,9.38,20.57,8.25,28.57,19.96,7.02,7.58,10.65,28.18,17.39,12.10
ilvB,1823,2174,2020,1405,1490,1584,2037,762,2063,1617,1203,1098,77,82,1232,989,636,1650,1954,916,1706,1648,3.61,8.51,13.91,4.50,9.40,1.72,40.34,40.04,25.61,18.41,11.15,9.34,4.85,5.27,7.19,7.27
gltD,2965,323,497,1293,1502,1675,2327,1553,1428,1286,1241,949,160,94,1091,2265,2949,2327,1480,1650,1394,3008,3.09,9.22,17.88,7.31,8.19,2.17,56.96,10.52,15.56,8.45,9.47,18.93,2.81,6.56,4.51,5.35
fliY,11402,3133,8454,9115,9255,11166,11401,7942,8873,6956,5875,5140,8947,8974,11002,11015,15377,8176,10098,9467,8826,11498,6.29,0.26,6.64,1.33,1.45,1.54,2.27,8.70,10.73,6.02,4.31,13.51,3.12,4.85,4.27,4.40
serC,18150,3178,5737,8002,7696,10627,9686,8722,7670,6022,4739,3261,6297,5723,17258,18691,21311,15676,9854,7996,10047,15637,3.76,8.26,2.94,3.48,7.06,0.98,9.48,5.05,3.68,12.07,3.29,2.08,3.61,2.84,6.23,6.42
tolC,4884,6584,6392,3449,4196,4309,4795,3737,3279,2881,2593,2501,3002,3266,5240,5278,5327,5212,4831,4374,4628,5378,1.82,8.38,2.84,2.60,1.82,7.44,6.69,11.70,5.15,6.18,6.44,7.40,5.85,9.64,3.13,4.16
sucB,5252,15565,13586,10292,6935,7557,5558,9948,6097,5079,4078,3836,3484,3943,5469,6113,5922,7246,6495,3454,7197,6296,3.85,6.86,5.01,4.41,2.12,2.90,17.35,1.70,4.34,2.74,3.39,11.88,2.90,8.74,13.92,3.68
rplE,31769,69275,50152,13321,19299,20813,22717,15729,20923,13137,10395,8098,9460,7687,21562,26237,24713,27202,22579,14265,23442,31745,10.63,5.42,11.39,3.54,8.30,4.25,9.88,23.01,9.34,16.74,2.93,1.10,3.93,12.87,4.88,3.20
talA,1446,953,1115,1327,1279,1483,1364,849,966,1063,1516,1879,2894,3220,2017,2303,3784,1192,1304,2589,1109,988,5.77,17.03,24.37,2.21,3.96,3.61,9.56,2.38,5.38,21.27,5.08,6.41,7.08,12.02,20.72,9.58
pckA,1147,9848,9999,7097,8349,6004,5292,8611,5553,7880,6325,5504,1202,972,1192,1126,1012,2848,6681,5397,8367,2422,0.90,2.69,9.45,4.60,7.94,6.39,2.28,13.23,2.98,5.07,2.83,3.55,2.53,1.52,12.57,9.72
zwf,1234,1508,1154,625,843,1117,1171,998,997,816,864,920,1056,1011,1291,1849,1562,1773,986,1198,871,1519,4.20,15.26,3.44,2.04,3.50,6.05,4.01,10.69,10.75,10.43,4.14,5.90,1.25,3.36,7.96,4.41
accA,3825,7972,6785,1944,2826,2718,3077,2904,2809,2315,1950,1902,1432,1575,2992,3427,2928,2718,2905,2328,2616,3132,2.03,4.94,7.89,7.22,5.80,1.33,1.78,4.82,17.19,10.77,8.93,8.87,0.17,1.79,7.00,4.31
lysC,3720,383,474,1318,869,1401,1832,2152,1577,876,591,447,841,816,2160,3177,3665,2771,2174,1021,1104,3264,4.02,11.44,6.96,4.19,9.79,7.91,9.82,21.94,12.07,21.24,3.81,19.75,3.61,10.74,3.99,4.07
hflK,1349,2346,1673,980,1331,1105,1509,1406,1321,1167,1066,910,749,798,988,1647,980,1201,1314,899,1097,1511,6.30,12.91,4.89,1.21,7.91,6.09,4.65,3.85,15.97,21.47,11.07,4.69,9.17,11.62,3.91,4.76
pdxB,737,801,831,381,530,657,646,621,575,472,388,354,489,401,716,828,961,741,582,564,677,850,5.48,5.09,3.04,0.50,4.62,2.16,9.39,4.28,10.80,5.83,2.08,0.83,4.55,3.41,2.85,8.17
plsB,192,370,219,162,176,194,190,279,264,239,258,284,186,149,135,303,218,218,199,178,175,257,10.65,27.25,6.84,10.51,10.98,8.86,16.27,11.54,7.50,7.17,5.90,3.11,22.58,18.91,21.81,12.17
cusA,356,204,168,372,428,151,452,277,337,307,209,159,253,83,158,497,308,312,467,249,441,771,15.92,31.52,25.29,0.73,8.85,3.37,32.11,5.41,20.87,16.27,2.14,10.67,29.19,17.02,48.42,13.75
xylA,260,556,399,219,204,246,228,195,212,181,167,167,165,173,287,329,348,30351,194,211,222,240,3.20,7.67,6.99,6.53,11.84,3.39,9.47,14.87,11.17,15.31,17.78,17.51,5.19,2.94,14.46,10.76
tyrA,1416,501,328,866,591,754,1233,2267,1043,507,383,318,191,124,461,1236,703,447,725,631,590,1806,4.65,3.77,16.69,5.31,3.18,2.79,4.77,11.63,19.32,43.23,5.95,4.20,3.49,7.54,3.94,3.70
eno,36150,40037,41120,19247,21413,30880,26523,19565,23999,15737,14110,14591,30291,30460,43102,38137,48089,47429,26705,26023,23507,52589,5.31,8.89,6.12,4.47,4.30,2.72,3.56,2.53,7.22,9.64,2.27,8.66,4.74,7.51,3.53,5.35
ompT,13908,7843,18400,8657,11123,11163,9579,7822,10293,8302,7206,5433,7261,8308,17959,26649,13936,12606,9674,7420,10810,9831,3.99,12.13,1.64,3.89,4.46,3.29,16.57,6.07,2.24,9.40,6.18,7.98,4.65,2.65,14.41,4.48
argT,6161,4553,7114,12700,22538,14051,13118,16269,12148,22782,23995,24775,6511,6180,5842,3823,4575,5244,22449,29463,20307,7773,8.62,9.56,13.53,2.67,4.49,5.82,3.12,13.30,6.35,9.73,7.29,7.02,8.64,10.55,16.24,6.44
fepA,374,222,374,131,166,330,182,212,129,104,101,72,1366,1494,2026,247,521,840,174,109,202,239,7.13,2.43,3.27,7.43,14.69,9.55,5.53,12.61,11.06,26.80,10.50,4.71,4.08,16.05,57.99,11.43
fiu,202,377,481,98,116,244,111,65,110,70,49,38,1098,1079,1628,200,563,660,83,60,127,132,1.87,3.95,4.97,5.55,13.76,11.55,6.44,13.24,6.38,24.82,4.85,13.04,4.30,13.01,51.10,18.05
nadE,3939,2222,2917,2353,2354,2548,3084,2187,2610,2016,2006,1752,1985,2060,4554,3508,4157,3532,2664,2569,2148,3320,3.92,9.33,3.39,2.25,4.97,1.01,18.91,3.29,8.50,9.01,7.14,4.74,3.61,10.23,8.18,4.72
tktA,3883,7519,5275,2661,3662,3211,3392,3675,3388,2823,1961,1508,894,865,2487,3371,3182,3945,3192,1625,3721,3669,4.54,5.23,1.45,2.37,5.57,3.86,8.20,13.59,11.84,7.83,6.04,2.43,5.31,4.27,9.65,2.31
pepB,3155,3891,4806,2673,3114,3228,3464,2713,3874,2996,2681,2703,1228,1317,2417,2760,2136,3173,4087,2576,3347,3399,6.13,12.34,10.41,0.92,8.82,2.46,2.69,4.14,14.63,7.60,4.76,3.01,5.67,9.62,4.15,5.40
deoD,2764,18649,7113,2242,3099,2695,3391,2187,3044,2693,2523,2161,1807,1650,2875,3156,2904,2883,3111,2741,3259,3228,9.31,14.22,8.24,4.76,4.08,5.40,1.52,10.60,16.30,8.78,7.97,2.95,1.24,10.68,5.49,7.24
yqhD,1052,5796,664,453,436,457,1622,457,670,357,352,323,712,757,1445,3364,660,1772,511,352,266,2683,13.37,8.96,24.81,5.84,5.64,5.32,14.16,10.63,4.78,24.46,8.41,8.24,6.04,3.61,4.76,17.24
ygfZ,1610,2457,2423,1629,1781,1776,2020,1789,1599,1361,1202,1070,849,777,1503,2206,2037,1985,1764,1655,1837,2082,5.81,3.57,2.76,1.89,2.17,8.76,4.02,1.29,6.00,1.78,1.35,3.52,1.64,6.81,3.90,6.77
dcp,591,411,627,532,588,545,533,393,485,425,398,341,294,244,668,651,749,687,516,488,411,500,1.99,3.27,5.35,3.59,11.78,2.53,18.43,14.06,18.18,13.31,25.87,13.36,15.75,5.35,14.37,11.30
pmbA,1295,1789,1552,878,872,878,1072,906,783,713,555,540,320,350,1125,1132,1137,1077,941,658,844,1046,5.70,2.29,7.12,8.74,3.05,3.72,4.40,7.63,4.78,6.01,7.00,1.05,3.49,5.51,7.18,5.67
sthA,445,2699,2911,1315,1819,1306,1020,1125,2048,1554,1236,1161,298,313,432,320,523,771,1284,1178,1998,706,11.46,23.82,7.04,4.16,6.58,2.92,12.94,3.96,20.43,5.43,12.67,13.39,3.84,12.47,3.71,8.56
uvrA,127,228,131,105,105,169,118,106,142,135,142,173,135,134,125,175,210,143,101,141,112,125,6.00,17.70,5.65,1.96,8.25,5.20,8.73,13.73,23.64,7.66,12.83,16.84,4.17,21.03,20.75,9.93
prpC,470,278,156,156,651,415,301,198,249,985,1092,795,234,203,542,709,331,450,330,1045,275,375,9.62,2.17,2.82,15.58,3.18,8.48,39.22,27.69,39.52,26.69,17.20,8.67,14.78,3.87,0.57,21.14
ompF,24017,15901,66034,20980,34911,42434,36613,27427,44750,45283,33812,25177,8106,8718,11333,8629,12146,23155,30964,19739,28643,27043,3.50,17.05,3.31,4.69,1.28,5.17,4.12,1.37,2.32,26.63,2.72,3.64,7.69,2.27,17.46,9.79
rplA,28502,76877,47366,11672,17445,19397,20511,15169,17008,12046,8260,7745,9632,10588,21184,23302,22215,24473,18987,12511,18603,26063,3.39,5.37,5.37,2.59,2.05,4.96,5.81,5.96,9.94,3.23,6.04,7.28,6.77,5.45,4.59,2.69
rbsB,5038,20979,19251,13630,22714,17335,18597,26849,15985,20165,20926,20437,5865,6312,2969,5295,3651,3592,24567,23418,22037,10739,3.45,10.98,5.17,1.60,7.67,5.94,12.10,5.36,5.63,8.84,3.68,3.68,4.53,9.28,5.55,14.01
gltI,4936,3664,3588,4577,7005,5538,5920,5735,4916,4862,4788,4218,5316,5179,5783,4444,7465,3828,6017,5282,5178,4554,2.97,9.45,1.81,2.38,5.86,5.48,5.34,8.92,2.96,9.99,10.24,3.97,4.15,8.97,9.24,5.44
mtlA,570,1626,1611,812,1168,1136,1294,548,1660,1777,2260,2309,1125,1432,426,888,766,831,1612,1217,1121,1014,7.84,25.60,8.24,2.63,11.85,5.28,4.93,3.57,16.60,14.31,17.75,6.08,18.51,21.90,14.31,1.63
hldD,2898,4708,3874,2286,2384,2970,2507,2274,2018,1608,1545,1460,2175,2469,3584,2810,3761,2945,2131,2401,2363,2670,2.83,5.19,4.14,3.82,5.90,1.77,17.61,12.50,4.60,4.98,3.50,1.56,4.38,6.91,7.99,3.32
mreB,3277,5376,4651,2216,3073,2834,3507,3182,3402,2557,2161,2055,1802,1745,2263,3421,3214,3110,2295,2646,3009,3646,2.75,3.59,9.61,1.20,5.85,3.47,11.94,5.14,18.08,10.07,5.91,10.33,9.02,6.11,7.28,9.30
acrA,2423,4522,3136,1248,1785,1924,2050,1941,1680,1501,1325,1250,1567,1429,2148,2479,2366,2102,1808,1531,1816,2161,3.03,9.50,2.33,2.73,1.79,3.63,6.72,0.58,1.56,9.89,1.72,5.14,5.45,3.23,3.69,1.61
fabI,5014,9391,7244,2894,3971,4021,3821,4006,3836,3063,2532,2436,2467,2060,3240,4009,3924,3119,2603,2308,3421,3593,2.89,3.32,2.89,2.65,4.36,4.43,14.19,9.64,14.24,2.62,7.56,6.20,6.93,11.31,2.56,16.04
argD,3919,517,582,1549,1776,2609,2286,2482,2760,2304,2646,2661,1133,1288,2198,3406,3337,2085,1992,2884,2023,2928,8.89,6.80,5.36,3.68,3.48,2.73,6.85,13.29,12.12,10.19,6.10,7.37,1.60,7.24,5.16,6.39
trpB,5377,750,856,2213,2117,3411,4071,4077,3154,2759,2237,1658,1140,1220,3994,4651,3340,3845,3916,2646,3105,5135,7.88,0.32,6.77,8.82,6.38,8.97,3.27,3.03,1.79,7.62,11.52,6.65,4.94,17.12,14.31,14.88
bamC,1753,2346,2245,903,1167,1556,1349,1393,1000,886,746,643,1430,1155,2405,1801,2152,1694,1471,1207,1355,1651,3.62,6.12,1.01,2.71,3.69,0.88,17.57,4.15,6.23,12.50,11.15,10.01,4.76,2.56,4.30,6.05
